code,country,gdp_per_capita,year,meningitis,alzheimer's_diesease,parkinson's_disease,nutritional_deficiency,malaria,drowning,interpersonal_violence,maternal_disorders,hiv/aids,drug_use_disorders,tuberculosis,cardiovascular_diseases,lower_respiratory_infections,neonatal_disorders,alcohol_use_disorders,self_harm,exposure_to_forces_of_nature,diarrheal_diseases,environmental_heat_and_cold_exposure,neoplasms,conflict_and_terrorism,diabetes_mellitus,chronic_kidney_disease,poisonings,protein_energy_malnutrition,terrorism,road_injuries,chronic_respiratory_diseases,chronic_liver_diseases,digestive_diseases,fire_heat_hot_substance,acute_hepatitis,Total_deaths,Female,Male,Female_pct,Male_pct,Age_0to15,Age_16to40,Age_41to65,Age_65to87
TCD,Chad,48809,2016,4476,644,193,2698,6617,601,1038,3061,4714,12,7029,12897,19127,16177,82,903,0,30674,127,5697,41,1588,1685,343,2617,22,2404,2595,2683,4817,450,434,136446,989,426,69.89399293,30.10600707,12,35,58,74
TCD,Chad,17618,2017,4533,663,197,2602,6737,608,1102,3130,5104,13,7024,13201,19220,16583,84,930,0,31117,129,5882,90,1630,1727,348,2523,62,2461,2647,2760,4943,456,420,138926,503,870,36.63510561,63.36489439,5,33,46,80
TCD,Chad,10097,2018,4575,685,203,2510,6709,612,1130,3187,4956,14,6995,13541,19322,17030,86,964,0,30599,131,6079,350,1680,1775,353,2431,,2521,2707,2828,5051,463,412,139899,240,196,55.04587156,44.95412844,5,24,55,76
TCD,Chad,43809,2019,4623,715,209,2454,7194,619,1234,3239,4695,14,6990,13837,19447,17347,88,996,0,30372,133,6250,276,1720,1817,358,2376,,2576,2761,2886,5147,470,409,141252,718,974,42.43498818,57.56501182,5,28,47,87
CHL,Chile,7188,1990,276,1328,438,190,0,496,1156,145,105,11,993,22267,6387,1795,271,2554,0,393,60,16587,8,1525,1349,72,175,8,2104,2781,3930,5984,598,23,74009,653,952,40.68535826,59.31464174,11,37,44,80
CHL,Chile,40111,1991,259,1389,448,188,0,489,1107,130,103,10,873,21594,6181,1608,271,2449,223,352,55,16573,16,1548,1356,62,174,16,2075,2757,3652,5695,545,19,72217,436,604,41.92307692,58.07692308,5,30,45,83
CHL,Chile,37200,1992,255,1461,462,189,0,499,1013,114,144,9,803,21228,6187,1538,266,2385,0,318,52,16715,12,1607,1393,60,175,12,2111,2760,3457,5498,507,15,71245,510,608,45.61717352,54.38282648,11,32,65,67
CHL,Chile,33356,1993,250,1545,484,206,0,530,932,115,200,10,776,21331,6364,1397,278,2411,120,293,54,17216,0,1716,1460,61,191,,2205,2818,3508,5581,491,13,72556,216,446,32.62839879,67.37160121,15,22,50,65
CHL,Chile,47466,1994,242,1630,498,224,0,555,883,97,287,10,752,21261,6453,1266,301,2372,3,279,56,17675,0,1816,1522,63,209,0,2282,2823,3672,5764,477,12,73484,820,463,63.9127046,36.0872954,2,36,60,87
CHL,Chile,14271,1995,233,1725,527,252,0,586,878,101,326,11,748,21582,6737,1184,326,2364,30,280,99,18347,1,1933,1627,62,237,1,2361,2901,3877,6021,468,10,75835,220,468,31.97674419,68.02325581,1,25,60,75
CHL,Chile,6503,1996,208,1820,558,292,0,601,853,84,390,12,730,21842,6842,1131,356,2306,0,278,57,18836,2,1996,1757,63,276,2,2425,2997,3973,6143,454,9,77293,347,694,33.33333333,66.66666667,7,23,48,86
CHL,Chile,27282,1997,199,1911,569,323,0,600,831,81,446,14,688,21573,6534,1050,392,2190,33,271,51,18970,0,1926,1911,59,306,0,2416,3089,3911,6068,451,9,76872,279,813,25.54945055,74.45054945,11,25,64,78
CHL,Chile,33956,1998,205,2009,595,402,0,592,849,73,436,15,659,21895,6204,1095,412,2106,4,272,48,19363,0,1965,2099,54,386,0,2376,3322,3887,6062,389,8,77782,616,186,76.80798005,23.19201995,15,25,60,85
CHL,Chile,32607,1999,200,2103,624,456,0,586,826,73,525,16,645,22245,5852,1053,442,2016,0,271,44,19831,1,2050,2267,54,437,0,2349,3556,3866,6071,366,6,78831,611,395,60.73558648,39.26441352,7,37,48,69
CHL,Chile,10887,2000,191,2179,633,475,0,580,775,66,518,19,625,21981,5000,959,508,1917,16,262,43,20025,1,2105,2381,52,457,0,2381,3671,3874,6073,364,7,78138,575,488,54.09219191,45.90780809,0,33,65,76
CHL,Chile,33612,2001,191,2278,661,495,0,591,794,57,578,23,643,22519,4561,898,545,1902,9,257,43,20607,0,2278,2591,54,475,0,2411,3942,4039,6288,366,6,80102,407,620,39.62999026,60.37000974,9,27,52,86
CHL,Chile,19717,2002,171,2380,684,511,0,576,780,55,474,29,634,22596,4139,802,577,1852,21,252,48,20958,0,2376,2713,54,491,0,2352,4068,4087,6343,356,6,80385,751,900,45.48758328,54.51241672,5,22,52,77
CHL,Chile,2075,2003,162,2500,726,544,0,569,778,48,452,32,631,23315,3945,802,580,1865,0,254,48,21575,0,2525,2920,54,522,0,2372,4292,4185,6498,359,6,82559,796,228,77.734375,22.265625,2,28,43,79
CHL,Chile,43720,2004,155,2614,766,559,0,546,792,54,428,36,620,23678,3894,862,576,1893,5,254,51,22062,0,2623,3113,53,536,,2390,4507,4200,6541,350,6,84164,162,585,21.68674699,78.31325301,11,18,59,66
CHL,Chile,16317,2005,148,2702,791,570,0,512,878,57,416,38,598,23624,3732,842,568,1887,58,245,50,22312,0,2644,3226,53,546,,2367,4572,4116,6455,344,5,84356,775,307,71.62661738,28.37338262,7,32,55,76
CHL,Chile,19278,2006,139,2797,815,569,0,486,860,50,438,42,579,23593,3652,848,560,1914,18,242,48,22611,0,2660,3301,52,544,0,2358,4626,4117,6458,343,5,84725,264,164,61.68224299,38.31775701,12,33,48,79
CHL,Chile,20101,2007,141,2908,850,579,0,469,663,48,416,47,560,23903,3726,883,551,1999,15,244,67,23081,0,2707,3421,52,555,0,2404,4767,4184,6560,374,5,86179,651,316,67.32161324,32.67838676,10,37,59,71
CHL,Chile,8664,2008,140,3009,867,563,0,460,769,46,412,48,527,23671,3668,874,547,2050,10,255,46,23382,0,2663,3420,50,539,0,2395,4753,4218,6595,350,5,86332,756,413,64.67065868,35.32934132,14,40,54,84
CHL,Chile,9928,2009,144,3161,925,578,0,460,746,57,458,52,528,24575,3834,905,543,2129,3,276,45,24500,0,2781,3597,49,552,0,2438,4999,4403,6884,385,5,90012,129,757,14.55981941,85.44018059,2,24,44,77
CHL,Chile,15347,2010,144,3314,988,590,0,427,797,54,451,53,521,25449,3980,857,534,2088,508,300,42,25411,0,2895,3783,44,563,0,2399,5264,4503,7080,470,5,93514,211,760,21.73017508,78.26982492,4,37,60,74
CHL,Chile,25544,2011,126,3443,1020,574,0,404,801,54,510,54,495,25568,3925,870,518,2031,1,320,40,25919,0,2936,3805,43,548,0,2354,5336,4493,7123,351,5,93667,987,1000,49.67287368,50.32712632,10,17,44,79
CHL,Chile,28608,2012,133,3585,1061,556,0,383,765,58,483,57,481,25914,4026,834,510,1976,1,348,39,26528,0,2999,3954,39,529,0,2323,5422,4552,7251,345,5,95157,282,769,26.83158896,73.16841104,2,21,64,77
CHL,Chile,28050,2013,123,3735,1100,539,0,372,756,59,547,58,470,26372,4128,798,496,1960,4,381,39,27203,2,3100,4139,38,514,2,2347,5481,4658,7441,346,5,97213,946,567,62.52478519,37.47521481,6,35,51,85
CHL,Chile,48600,2014,131,3886,1131,514,0,366,839,62,539,61,450,26579,4124,834,485,1953,3,408,38,27672,1,3210,4292,36,490,1,2324,5550,4706,7541,369,5,98600,723,786,47.91252485,52.08747515,15,22,46,66
CHL,Chile,28150,2015,117,4061,1168,512,0,362,821,61,556,64,448,27087,4072,752,486,1963,227,423,37,28354,0,3368,4473,37,487,0,2314,5685,4803,7708,333,5,100784,373,486,43.4225844,56.5774156,2,23,59,77
CHL,Chile,42599,2016,115,4225,1190,506,0,356,776,57,522,66,437,27170,4065,702,481,1953,13,422,37,28698,0,3436,4579,37,483,2,2314,5743,4792,7746,332,5,101260,211,199,51.46341463,48.53658537,0,23,56,70
CHL,Chile,40513,2017,114,4417,1247,535,0,357,792,51,512,67,447,28370,4317,647,503,1976,31,434,38,29819,0,3582,4741,37,510,0,2319,5996,4943,8021,347,5,105175,977,815,54.52008929,45.47991071,2,20,47,70
CHL,Chile,34465,2018,114,4609,1292,555,0,357,795,50,503,69,451,29266,4512,617,517,1995,0,441,38,30748,0,3708,4893,38,530,,2314,6195,5054,8230,339,5,108235,246,197,55.53047404,44.46952596,10,22,55,73
CHL,Chile,13822,2019,113,4804,1334,576,0,356,793,49,492,71,456,30115,4703,594,531,2006,6,449,38,31648,0,3822,5038,38,550,,2299,6389,5157,8426,341,5,111199,455,194,70.10785824,29.89214176,5,35,61,65
CHN,China,41780,2007,8407,187358,52766,10611,21,76277,23339,5014,14992,10723,66462,3413237,190310,99540,21274,159417,1180,11643,4625,2126460,88,123442,142069,27780,7878,,324159,1161612,170433,297567,11500,5017,8755201,636,532,54.45205479,45.54794521,8,18,53,65
CHN,China,2648,2008,8384,197380,54828,10623,15,73624,21775,4534,16310,10288,61286,3523450,187559,93539,21408,154710,88421,10058,4676,2168067,114,125045,146413,28939,7906,39,327299,1149016,167955,292928,11363,4757,8972709,723,856,45.78847372,54.21152628,13,38,49,75
CHN,China,9359,2009,8394,208139,57485,10874,9,72888,20659,4207,16364,9981,56959,3669964,186990,87453,21192,150572,611,8901,4447,2214787,392,128147,152838,30105,8098,186,329237,1145608,164921,288756,11346,4509,9075019,921,178,83.80345769,16.19654231,0,25,42,65
CHN,China,3544,2010,8341,218436,60241,11293,12,70955,18926,3762,16722,9838,53312,3831636,186499,79733,21077,146044,7175,7891,4454,2265802,19,132114,160396,30838,8425,7,327545,1139700,162119,285663,11362,4334,9284671,324,786,29.18918919,70.81081081,3,37,43,86
CHN,China,46767,2011,8193,225852,61781,11739,11,66696,17477,3350,17075,9567,50513,3937801,184317,75901,20738,139061,844,7198,4400,2296328,67,134980,165833,30883,8809,19,315824,1115828,158710,281834,11152,4212,9366993,864,673,56.21340273,43.78659727,5,18,45,79
CHN,China,42027,2012,8057,232656,62640,12120,0,65110,16177,3015,16455,9170,48260,3973790,181048,74505,20458,131641,871,6779,4441,2318471,55,137073,169494,30494,9145,27,300970,1083590,155219,277791,10934,4158,9364614,407,674,37.65032377,62.34967623,13,36,64,69
CHN,China,5616,2013,7971,239240,63853,12748,0,63152,15134,2761,17728,8989,46072,4049045,178100,68958,20181,126196,1402,6452,4616,2337453,213,140303,173650,30263,9690,60,288937,1058374,151718,273718,10851,4160,9411988,757,431,63.72053872,36.27946128,3,30,52,73
CHN,China,46027,2014,7740,249056,65555,13528,0,62733,14194,2340,21784,8980,43438,4120839,175785,63241,20069,123006,1684,6131,4582,2378155,425,145136,177089,29957,10365,322,279949,1042132,149653,271449,10766,4143,9504226,154,332,31.6872428,68.3127572,6,16,53,77
CHN,China,42608,2015,7553,259217,66761,14487,0,61489,13512,2341,26060,8872,41987,4180060,175523,66013,19893,120453,551,6078,4720,2414868,211,149030,179638,29323,11176,123,268987,1029418,148056,270036,10738,4171,9591345,127,358,26.18556701,73.81443299,11,25,56,81
CHN,China,13618,2016,7550,275481,69364,15827,0,61049,13076,2510,29402,8964,42073,4292981,179477,66904,19803,121045,1340,6243,5072,2477718,20,155700,184528,29051,12262,13,262951,1039047,148104,271648,10789,4234,9814226,198,255,43.70860927,56.29139073,8,18,41,85
CHN,China,2769,1990,37473,93316,31920,42176,1535,153773,40143,17400,2698,27091,177459,2423990,543901,285888,9377,214743,1324,93302,10895,1458904,26,70089,98607,22496,40015,2,230499,1301224,167671,322746,17289,26162,7964134,561,844,39.92882562,60.07117438,15,33,62,69
CHN,China,2389,1991,36834,95470,32607,42446,2245,150399,39187,15505,3420,30798,169914,2456185,533064,283263,9282,216274,2339,87548,10650,1494929,4,70488,98875,21944,40380,0,226876,1324798,169742,325511,17205,25305,8033487,568,232,71,29,8,21,44,76
CHN,China,35303,1992,35086,98135,33287,37980,2061,144949,38179,13867,4112,33275,163172,2488556,514519,275249,9243,215462,1456,79015,10467,1523458,16,71969,99808,21357,36013,9,226374,1347922,169544,323758,16846,23933,8059077,645,984,39.59484346,60.40515654,6,35,49,87
CHN,China,3731,1993,33396,100822,34129,35265,1327,142119,37525,12866,4830,34848,152896,2519098,489064,266041,9287,213364,1573,71456,10139,1559122,6,74000,100190,20976,33447,,227370,1364268,169199,320315,16377,22477,8077792,760,922,45.1843044,54.8156956,6,29,58,87
CHN,China,2350,1994,31752,103621,34680,32825,1146,138993,38146,14144,5434,37165,145300,2524877,462841,255090,9583,218792,3100,65172,10034,1588344,21,75643,101945,20528,31078,18,233459,1366039,167640,315647,16504,20915,8070476,312,660,32.09876543,67.90123457,0,27,65,75
CHN,China,32603,1995,29319,106958,35450,29567,1068,136083,37763,14848,6292,38667,137616,2548615,435497,242244,9732,220357,2408,58142,9517,1622611,6,77685,103512,20746,27874,6,240786,1360352,166990,311593,15467,19407,8067178,572,345,62.37731734,37.62268266,6,31,49,83
CHN,China,30588,1996,26788,111481,36703,27043,930,130813,36192,14353,6758,38868,127471,2592143,408263,230108,10016,213924,5615,52455,9070,1660499,23,81040,105289,20913,25379,23,244790,1357793,165875,306420,14665,17930,8079633,171,627,21.42857143,78.57142857,0,35,63,67
CHN,China,33829,1997,23987,116489,37807,24625,946,124856,34972,13783,7392,37655,119144,2623371,379570,216548,10244,207895,1674,46586,8584,1693219,42,84291,107266,20818,23004,37,248806,1342027,164192,300603,14047,16588,8051068,961,185,83.85689354,16.14310646,12,29,57,65
CHN,China,41758,1998,21485,121766,38955,22088,558,121543,34164,13838,8239,37545,114306,2669846,351531,203385,10820,205755,4503,41994,8052,1736175,100,88550,110205,21270,20420,50,255467,1329613,163959,297422,13430,15359,8082393,684,689,49.81791697,50.18208303,10,20,57,72
CHN,China,37278,1999,19295,127660,40894,19966,1142,115349,33074,13307,9004,35853,111797,2767588,326425,189902,11452,198900,1706,37415,7693,1794956,305,94000,114372,21346,18279,5,264540,1335801,165625,298457,12925,14446,8203479,204,837,19.59654179,80.40345821,2,40,64,77
CHN,China,31681,2000,16947,134438,43357,18083,120,111301,31227,12385,9872,34726,110958,2908756,303378,177316,12527,189269,679,33220,7341,1867021,201,99174,119415,22376,16223,1,279743,1347045,168580,302427,12911,13143,8404160,788,689,53.35138795,46.64861205,2,31,62,78
CHN,China,24580,2001,14740,141288,45240,16332,35,105437,29311,11121,11021,30200,106277,3012156,278187,163780,13981,172785,922,29084,6813,1912694,525,104537,124066,23392,14261,7,291418,1332957,170622,304363,11924,11459,8490935,336,892,27.36156352,72.63843648,1,18,48,75
CHN,China,6322,2002,12828,148675,47020,14403,60,100416,27998,9215,11773,24847,102321,3131151,255470,150219,15761,164169,1419,25318,6377,1956916,102,111371,128709,24178,12138,1,301638,1323164,173440,308400,11754,9706,8610957,334,645,34.11644535,65.88355465,12,22,52,72
CHN,China,17721,2003,11265,156132,48660,12952,46,94274,27976,7814,12183,18858,96347,3244006,236188,136597,17825,171193,1094,22164,5962,2010015,2,117231,133206,25301,10418,1,312967,1310929,175987,312770,11998,8001,8750362,855,728,54.01137081,45.98862919,15,29,50,74
CHN,China,44029,2004,10297,163879,50802,12030,51,90532,27869,7286,13424,15029,91115,3371112,224538,126027,19906,178314,773,19279,5664,2082868,16,123931,138884,26861,9232,4,326303,1308091,179149,318172,12410,6840,8960688,747,368,66.9955157,33.0044843,6,29,56,74
CHN,China,41416,2005,9502,170967,52138,11457,44,85898,26579,6591,15090,13022,83908,3424698,212944,116266,20915,174712,1029,16432,5309,2113440,25,128162,142274,27533,8610,12,328533,1275501,177980,314833,12271,6039,8982714,920,166,84.7145488,15.2854512,11,20,54,84
CHN,China,5297,2006,8824,178510,51900,11083,36,79135,25011,5755,14791,11582,74403,3385035,199008,107583,21167,166258,1999,13769,4909,2106086,0,124587,140943,27420,8283,,324080,1204710,174290,305990,11739,5510,8794396,859,862,49.91284137,50.08715863,5,30,55,67
CHN,China,2511,2017,7228,291962,71490,16572,0,59354,12523,2083,31031,9499,39553,4378469,179595,57484,19627,121412,620,6050,5112,2543288,14,161250,187685,28345,12850,16,257068,1040384,149472,273724,10829,4080,9978669,589,628,48.39769926,51.60230074,6,17,58,81
CHN,China,49729,2018,6798,306747,73789,16630,0,57898,12197,1725,31707,10569,37576,4459245,180964,49939,19499,121610,354,5618,4995,2621322,5,166694,191351,27623,12907,,253799,1054610,149792,273223,10914,3843,10163943,656,970,40.34440344,59.65559656,6,25,56,77
CHN,China,30096,2019,6465,320715,76990,16863,0,56524,11970,1537,31746,11445,36566,4584273,185264,44950,19459,121217,295,5440,4966,2716551,0,172892,196726,27084,13099,,250025,1085273,152262,277142,11096,3726,10442561,881,911,49.16294643,50.83705357,7,24,43,83
COL,Colombia,16584,1990,1182,2678,510,1996,1245,1648,24070,778,486,141,1586,41954,7757,13526,88,1416,43,4576,40,23337,1365,3370,3559,223,1885,694,6833,6211,2098,5889,493,28,161705,670,168,79.9522673,20.0477327,13,29,54,72
COL,Colombia,46521,1991,1189,2844,553,1943,2013,1676,27814,811,587,140,1626,44376,7848,13614,83,1512,154,4450,41,24626,1614,3651,3748,222,1831,742,7346,6704,2272,6211,499,28,172768,794,754,51.29198966,48.70801034,8,22,63,66
COL,Colombia,11860,1992,1197,2996,584,1877,2271,1644,28934,839,634,138,1595,45315,7825,13627,82,1523,23,4311,40,25300,2131,3863,3810,220,1767,631,7573,7076,2373,6377,493,29,177098,547,455,54.59081836,45.40918164,12,30,42,87
COL,Colombia,4334,1993,1190,3157,611,1774,1303,1641,29497,847,741,133,1516,45697,7894,13470,82,1580,261,4081,36,25894,257,4050,3817,208,1663,,7818,7333,2456,6486,481,33,176007,552,217,71.78153446,28.21846554,9,37,48,79
COL,Colombia,30436,1994,1160,3334,642,1718,1007,1635,28322,831,1027,125,1392,46234,7775,13116,78,1711,166,3849,33,26564,1429,4299,3892,188,1617,218,8051,7680,2549,6609,454,35,177740,192,458,29.53846154,70.46153846,12,29,62,76
COL,Colombia,39136,1995,1092,3521,670,1679,1902,1568,26952,765,1152,114,1329,46438,7558,12732,76,1876,131,3534,30,26912,1464,4516,3970,161,1595,521,8185,8034,2612,6650,420,34,178193,910,767,54.26356589,45.73643411,12,37,46,84
COL,Colombia,33705,1996,1064,3739,714,1735,1197,1556,27688,752,1180,105,1324,47657,7544,12397,75,2052,23,3284,26,27848,2012,4809,4178,147,1662,611,8380,8534,2719,6818,393,35,182258,862,688,55.61290323,44.38709677,7,31,61,85
COL,Colombia,37577,1997,960,3929,726,1677,1831,1443,27723,705,1772,94,1205,45974,7083,12082,77,2089,65,2949,20,27597,2057,4802,4180,128,1612,1230,7999,8608,2623,6646,349,36,180271,244,914,21.07081174,78.92918826,3,23,44,75
COL,Colombia,2922,1998,863,4167,749,1741,2070,1383,29083,711,1733,82,1170,45654,6697,11680,81,2162,55,2650,17,27892,2049,4982,4256,118,1677,592,7774,8915,2612,6672,322,37,180646,858,761,52.99567634,47.00432366,2,27,58,70
COL,Colombia,14803,1999,830,4470,793,1869,556,1397,30684,694,1869,75,1191,47195,6626,11283,83,2316,913,2427,16,29080,2208,5353,4525,114,1799,262,7697,9563,2731,6985,315,38,185957,198,600,24.81203008,75.18796992,13,34,65,70
COL,Colombia,17003,2000,780,4756,839,1943,852,1340,33565,700,1991,69,1157,48227,6410,10952,84,2378,212,2195,15,29833,2154,5549,4687,105,1864,426,7336,9835,2798,7204,299,37,190592,990,776,56.05889015,43.94110985,12,31,62,87
COL,Colombia,30669,2001,751,5061,895,1985,1426,1297,34612,640,2206,66,1150,49489,6345,10585,83,2391,97,2009,15,30730,2420,5715,4801,99,1907,576,7064,10301,2870,7493,291,33,195403,502,593,45.84474886,54.15525114,8,16,60,77
COL,Colombia,24845,2002,758,5422,1013,2042,960,1415,39612,610,2412,69,1266,54890,6659,10211,89,2729,134,2005,16,34066,3202,6307,5427,98,1962,356,7709,11562,3291,8474,301,32,215099,464,596,43.77358491,56.22641509,15,19,58,65
COL,Colombia,13174,2003,732,5725,1010,1949,712,1380,26881,595,2597,64,1195,53254,6604,9914,90,2629,160,1872,15,33522,1266,6110,5332,96,1889,184,7290,11422,3148,8308,282,30,196257,627,125,83.37765957,16.62234043,10,33,56,87
COL,Colombia,13476,2004,715,6041,1050,1870,442,1421,24669,597,2687,63,1192,53954,6702,9627,94,2684,61,1723,15,34187,1603,6065,5467,98,1815,83,7324,11642,3205,8507,275,29,195907,475,995,32.31292517,67.68707483,13,21,62,83
COL,Colombia,1825,2005,689,6357,1065,1776,319,1396,20823,665,2663,63,1123,53137,6708,9323,93,2616,135,1563,15,33884,1657,5825,5316,96,1729,145,7103,11570,3145,8452,262,27,189740,251,807,23.72400756,76.27599244,15,24,56,75
COL,Colombia,11794,2006,670,6743,1134,1704,320,1429,20526,565,2642,65,1127,55002,6862,9001,97,2709,262,1447,15,35159,662,5867,5586,97,1657,79,7287,12062,3278,8841,263,26,193184,348,784,30.74204947,69.25795053,15,32,51,68
COL,Colombia,13643,2007,630,7097,1169,1591,347,1385,19396,563,2744,68,1092,54706,6738,8568,97,2648,312,1326,15,35397,426,5674,5628,94,1546,64,7162,12144,3241,8871,248,23,191010,254,261,49.32038835,50.67961165,13,30,56,74
COL,Colombia,13944,2008,620,7500,1242,1580,131,1393,19350,398,2701,74,1066,55878,6782,8145,100,2713,163,1214,15,36675,337,5644,5940,94,1532,85,7270,12640,3320,9171,239,21,194033,889,743,54.47303922,45.52696078,14,30,62,70
COL,Colombia,31226,2009,578,7923,1334,1560,129,1403,19711,586,2646,80,1058,58098,7026,7713,106,2840,116,1109,16,38780,526,5644,6391,93,1512,107,7601,13267,3472,9627,237,19,201308,833,131,86.41078838,13.58921162,1,27,41,85
COL,Colombia,7087,2010,536,8360,1388,1507,197,1344,18921,483,2741,84,1001,58524,7017,7134,112,2791,458,995,16,39577,498,5553,6690,92,1459,56,7479,13544,3467,9702,221,17,201964,151,152,49.8349835,50.1650165,10,17,61,85
COL,Colombia,13537,2011,474,8807,1405,1419,103,1236,18200,394,2664,89,934,57421,6836,6565,116,2651,588,895,15,39304,270,5351,6763,87,1373,43,7179,13485,3321,9441,204,15,197648,110,817,11.86623517,88.13376483,0,34,44,86
COL,Colombia,16534,2012,439,9327,1457,1385,153,1184,17642,418,2564,98,930,58415,6933,6225,117,2653,173,857,15,40320,395,5363,7114,87,1338,168,7256,13797,3346,9548,199,14,199930,287,190,60.16771488,39.83228512,2,37,42,68
COL,Colombia,28220,2013,419,9883,1508,1341,114,1130,16960,584,2657,105,925,59367,7035,5868,112,2628,102,843,15,41125,277,5366,7385,86,1296,137,7314,14155,3347,9594,193,14,201885,735,100,88.0239521,11.9760479,5,28,62,82
COL,Colombia,25461,2014,406,10454,1558,1305,120,1077,15393,536,2634,102,924,60498,7108,5549,111,2623,127,839,15,41977,299,5460,7652,67,1263,143,7343,14546,3344,9680,219,13,203385,320,198,61.77606178,38.22393822,9,38,42,76
COL,Colombia,22259,2015,402,11105,1650,1305,133,1055,15181,689,2641,109,941,63204,7406,5250,112,2691,180,848,16,43656,247,5737,8180,67,1261,104,7557,15212,3489,10070,192,13,210703,929,415,69.12202381,30.87797619,1,34,53,77
COL,Colombia,27596,2016,391,11700,1725,1296,183,1009,16448,543,2558,109,929,65354,7441,4835,115,2687,28,851,16,45158,76,6085,8530,65,1252,52,7466,15826,3615,10419,189,13,216964,673,601,52.82574568,47.17425432,0,37,50,73
COL,Colombia,25180,2017,388,12311,1794,1308,127,994,16783,519,2535,116,924,67386,7575,4682,118,2739,701,867,16,46478,34,6356,8797,65,1264,84,7551,16388,3724,10735,190,14,223563,807,420,65.77017115,34.22982885,10,25,44,82
COL,Colombia,45795,2018,383,13056,1881,1323,57,974,17054,495,2499,122,915,70281,7762,4467,121,2753,26,887,16,48033,149,6725,9165,64,1278,,7450,17133,3866,11147,190,13,230285,691,998,40.91178212,59.08821788,12,22,58,77
COL,Colombia,7473,2019,377,13672,1959,1332,55,947,17061,475,2450,127,908,72629,7899,4255,124,2731,14,903,16,49460,0,7048,9496,63,1287,,7408,17772,3984,11497,200,13,236162,334,384,46.51810585,53.48189415,10,25,43,65
COM,Comoros,3607,1990,92,27,8,188,471,18,23,47,0,1,374,658,696,714,3,25,0,589,4,261,0,79,60,11,179,,100,129,89,172,13,8,5039,439,742,37.17188823,62.82811177,2,19,48,86
COM,Comoros,29056,1991,94,28,8,183,448,19,25,48,0,1,382,671,703,714,3,25,0,595,4,267,0,81,62,11,175,,104,130,91,175,14,8,5069,310,520,37.34939759,62.65060241,3,26,55,72
COM,Comoros,26651,1992,98,29,8,182,287,20,28,51,0,1,403,703,722,718,3,27,0,616,4,284,1,86,66,12,174,1,111,136,96,186,14,9,5076,411,635,39.29254302,60.70745698,9,28,65,81
COM,Comoros,9525,1993,98,31,9,175,281,20,30,52,0,1,407,719,717,720,3,28,0,606,4,293,0,88,68,12,167,,114,138,99,190,14,9,5093,462,330,58.33333333,41.66666667,6,33,55,70
COM,Comoros,39184,1994,100,32,9,173,190,20,34,55,0,1,425,746,723,723,3,30,0,615,4,307,0,92,72,13,165,0,119,142,104,199,15,10,5121,984,821,54.51523546,45.48476454,3,31,60,81
COM,Comoros,19822,1995,100,34,9,168,154,20,36,56,0,1,433,764,717,720,3,31,0,614,5,318,0,96,74,13,160,,122,144,107,206,15,10,5130,550,958,36.47214854,63.52785146,6,33,43,76
COM,Comoros,46847,1996,100,35,10,163,127,20,39,57,0,1,441,780,709,718,3,32,0,614,5,328,0,99,76,13,155,,125,146,111,212,15,11,5145,799,578,58.02469136,41.97530864,1,32,56,84
COM,Comoros,40119,1997,99,37,10,155,140,20,41,56,0,1,442,788,691,711,4,32,0,614,5,333,56,101,77,13,148,0,124,147,113,217,15,11,5201,156,521,23.04283604,76.95716396,6,30,41,72
